ProductKey	ProductName	Color	Size	ModelName	ProductSubcategoryName	ProductCategoryName
286	"LL Road Frame - Black, 52"	Black	52	LL Road Frame	Road Frames	Components
287	"LL Road Frame - Black, 52"	Black	52	LL Road Frame	Road Frames	Components
437	"HL Road Frame - Black, 62"	Black	62	HL Road Frame	Road Frames	Components
438	"HL Road Frame - Black, 62"	Black	62	HL Road Frame	Road Frames	Components
439	"HL Road Frame - Black, 44"	Black	44	HL Road Frame	Road Frames	Components
440	"HL Road Frame - Black, 44"	Black	44	HL Road Frame	Road Frames	Components
441	"HL Road Frame - Black, 48"	Black	48	HL Road Frame	Road Frames	Components
442	"HL Road Frame - Black, 48"	Black	48	HL Road Frame	Road Frames	Components
443	"HL Road Frame - Black, 52"	Black	52	HL Road Frame	Road Frames	Components
444	"HL Road Frame - Black, 52"	Black	52	HL Road Frame	Road Frames	Components
515	LL Mountain Seat/Saddle	NA		LL Mountain Seat/Saddle 2	Saddles	Components
516	ML Mountain Seat/Saddle	NA		ML Mountain Seat/Saddle 2	Saddles	Components
517	HL Mountain Seat/Saddle	NA		HL Mountain Seat/Saddle 2	Saddles	Components
518	LL Road Seat/Saddle	NA		LL Road Seat/Saddle 1	Saddles	Components
519	ML Road Seat/Saddle	NA		ML Road Seat/Saddle 2	Saddles	Components
520	HL Road Seat/Saddle	NA		HL Road Seat/Saddle 2	Saddles	Components
521	LL Touring Seat/Saddle	NA		LL Touring Seat/Saddle	Saddles	Components
522	ML Touring Seat/Saddle	NA		ML Touring Seat/Saddle	Saddles	Components
523	HL Touring Seat/Saddle	NA		HL Touring Seat/Saddle	Saddles	Components
492	"HL Touring Frame - Yellow, 60"	Yellow	60	HL Touring Frame	Touring Frames	Components
493	"LL Touring Frame - Yellow, 62"	Yellow	62	LL Touring Frame	Touring Frames	Components
494	"HL Touring Frame - Yellow, 46"	Yellow	46	HL Touring Frame	Touring Frames	Components
495	"HL Touring Frame - Yellow, 50"	Yellow	50	HL Touring Frame	Touring Frames	Components
496	"HL Touring Frame - Yellow, 54"	Yellow	54	HL Touring Frame	Touring Frames	Components
497	"HL Touring Frame - Blue, 46"	Blue	46	HL Touring Frame	Touring Frames	Components
498	"HL Touring Frame - Blue, 50"	Blue	50	HL Touring Frame	Touring Frames	Components
499	"HL Touring Frame - Blue, 54"	Blue	54	HL Touring Frame	Touring Frames	Components
500	"HL Touring Frame - Blue, 60"	Blue	60	HL Touring Frame	Touring Frames	Components
502	"LL Touring Frame - Blue, 50"	Blue	50	LL Touring Frame	Touring Frames	Components
503	"LL Touring Frame - Blue, 54"	Blue	54	LL Touring Frame	Touring Frames	Components
504	"LL Touring Frame - Blue, 58"	Blue	58	LL Touring Frame	Touring Frames	Components
505	"LL Touring Frame - Blue, 62"	Blue	62	LL Touring Frame	Touring Frames	Components
506	"LL Touring Frame - Yellow, 44"	Yellow	44	LL Touring Frame	Touring Frames	Components
507	"LL Touring Frame - Yellow, 50"	Yellow	50	LL Touring Frame	Touring Frames	Components
508	"LL Touring Frame - Yellow, 54"	Yellow	54	LL Touring Frame	Touring Frames	Components
509	"LL Touring Frame - Yellow, 58"	Yellow	58	LL Touring Frame	Touring Frames	Components
510	"LL Touring Frame - Blue, 44"	Blue	44	LL Touring Frame	Touring Frames	Components
410	LL Mountain Front Wheel	Black		LL Mountain Front Wheel	Wheels	Components
411	ML Mountain Front Wheel	Black		ML Mountain Front Wheel	Wheels	Components
412	HL Mountain Front Wheel	Black		HL Mountain Front Wheel	Wheels	Components
416	Touring Front Wheel	Black		Touring Front Wheel	Wheels	Components
419	LL Mountain Rear Wheel	Black		LL Mountain Rear Wheel	Wheels	Components
420	ML Mountain Rear Wheel	Black		ML Mountain Rear Wheel	Wheels	Components
421	HL Mountain Rear Wheel	Black		HL Mountain Rear Wheel	Wheels	Components
425	Touring Rear Wheel	Black		Touring Rear Wheel	Wheels	Components
413	LL Road Front Wheel	Black		LL Road Front Wheel	Wheels	Components
414	ML Road Front Wheel	Black		ML Road Front Wheel	Wheels	Components
415	HL Road Front Wheel	Black		HL Road Front Wheel	Wheels	Components
422	LL Road Rear Wheel	Black		LL Road Rear Wheel	Wheels	Components
423	ML Road Rear Wheel	Black		ML Road Rear Wheel	Wheels	Components
424	HL Road Rear Wheel	Black		HL Road Rear Wheel	Wheels	Components
459	"Men's Bib-Shorts, S"	Multi	S	Men's Bib-Shorts	Bib-Shorts	Clothing
460	"Men's Bib-Shorts, M"	Multi	M	Men's Bib-Shorts	Bib-Shorts	Clothing
461	"Men's Bib-Shorts, L"	Multi	L	Men's Bib-Shorts	Bib-Shorts	Clothing
223	AWC Logo Cap	Multi		Cycling Cap	Caps	Clothing
224	AWC Logo Cap	Multi		Cycling Cap	Caps	Clothing
225	AWC Logo Cap	Multi		Cycling Cap	Caps	Clothing
462	"Half-Finger Gloves, S"	Black	S	Half-Finger Gloves	Gloves	Clothing
463	"Half-Finger Gloves, S"	Black	S	Half-Finger Gloves	Gloves	Clothing
464	"Half-Finger Gloves, M"	Black	M	Half-Finger Gloves	Gloves	Clothing
465	"Half-Finger Gloves, M"	Black	M	Half-Finger Gloves	Gloves	Clothing
466	"Half-Finger Gloves, L"	Black	L	Half-Finger Gloves	Gloves	Clothing
467	"Half-Finger Gloves, L"	Black	L	Half-Finger Gloves	Gloves	Clothing
468	"Full-Finger Gloves, S"	Black	S	Full-Finger Gloves	Gloves	Clothing
469	"Full-Finger Gloves, M"	Black	M	Full-Finger Gloves	Gloves	Clothing
470	"Full-Finger Gloves, L"	Black	L	Full-Finger Gloves	Gloves	Clothing
226	"Long-Sleeve Logo Jersey, S"	Multi	S	Long-Sleeve Logo Jersey	Jerseys	Clothing
227	"Long-Sleeve Logo Jersey, S"	Multi	S	Long-Sleeve Logo Jersey	Jerseys	Clothing
228	"Long-Sleeve Logo Jersey, S"	Multi	S	Long-Sleeve Logo Jersey	Jerseys	Clothing
229	"Long-Sleeve Logo Jersey, M"	Multi	M	Long-Sleeve Logo Jersey	Jerseys	Clothing
230	"Long-Sleeve Logo Jersey, M"	Multi	M	Long-Sleeve Logo Jersey	Jerseys	Clothing
231	"Long-Sleeve Logo Jersey, M"	Multi	M	Long-Sleeve Logo Jersey	Jerseys	Clothing
